A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,Target
0.6668314198657513,0.19574758951048765,0.921480646528703,0.881190306989437,0.5802718936414749,0.4486109044124069,0.647357150970012,0.7410381948650299,0.06979055822478208,0.2754119965587075,0.2003928096611014,0.06584990431955506,0.537121934809627,0,1,0.9583519393021358
0.9453891627834884,0.0006918005035837504,0.46644889855820015,0.537214488393937,0.046623738990065555,0.5448496131928768,0.6269683308960351,0.5412687299375011,0.5473116615658762,0.8313903031471187,0.1310692656580661,0.8984102259943301,0.7373759976637552,0,0,2.9374255196538863
0.4264686154116113,0.11116603492824073,0.4855749747608309,0.8413530593535163,0.1251042110763274,0.47964587771025935,0.47802191738847855,0.3478047336951128,0.6523692949370331,0.6718930545166435,0.24861134584035405,0.4344009192426336,0.5736525796753476,0,1,1.0157132473110297
0.8541164963819133,0.982373620123924,0.9738692081681026,0.5332801575182496,0.15733267603203072,0.553776202065512,0.40053483339564044,0.8233664093785225,0.4990002713951539,0.9092320344741183,0.8168679074297793,0.28599321557366775,0.8256543151030424,2,0,2.9541332206778974
0.6548996140309477,0.5695972877233262,0.4222933285470265,0.4242829366187043,0.919597127795945,0.17367097495674344,0.14575791390811887,0.7163070303570597,0.8908689224683197,0.2828396901921898,0.06739416377611784,0.4429701914237886,0.3643566115067237,2,0,2.7168757230313303
0.22817358629736473,0.3127915585512544,0.08589499552686408,0.7212761759561482,0.6402189855079317,0.36823513473840674,0.27863859668021707,0.8211718562120648,0.9736756082824837,0.1417007997189228,0.6029897688836933,0.3116394721172273,0.7043872463835326,2,0,0.519121229218363
0.16832950896332932,0.6033479611838648,0.886257106826515,0.4782315973699439,0.17577799505558878,0.5924811261716059,0.6054269736216302,0.3107140986794966,0.09752897860069887,0.749567245774066,0.5330053775805124,0.8401935484607486,0.22251376926603894,1,0,1.6646713336128132
0.209245936219274,0.43633098011834826,0.8904875392958782,0.1698939365734199,0.43159162742443813,0.666864935472962,0.5169709526463485,0.8610389873636539,0.7371909244491835,0.7200843525246687,0.37294439599022366,0.12928860960921118,0.9266622927151186,0,1,0.057194883337943425
0.864245668399273,0.1736110625416074,0.9236848337853631,0.90064358178281,0.7879410875863708,0.34011496787350215,0.6116816782874607,0.5454132940494318,0.3777539389941039,0.49659091803849753,0.32276399608675144,0.8269911770202997,0.4561255851986681,2,1,3.1190925577595032
0.13430858572484938,0.9270039192457391,0.8797264625143361,0.5244274143252259,0.4133642287813114,0.7200883393223374,0.0503926762133865,0.5461250167686479,0.7405207461666133,0.2972419836552376,0.9163092793676517,0.5675678012417114,0.6534645088163314,2,0,2.142208227037316
0.9090725818233728,0.5823624081355613,0.7954288092935015,0.22536034143338357,0.7905152133879627,0.07488379287905766,0.04227629296416968,0.49031088523314426,0.6671239344416294,0.7192615277557886,0.8348377977307303,0.553316677366581,0.28739222674167575,0,0,3.3381579387229054
0.272507546511652,0.5703933169946135,0.5679106850870801,0.767677413305609,0.37870815050900664,0.557201844260521,0.42908443315201616,0.45991887999403447,0.3745889987233981,0.954047670537687,0.9430510401781029,0.17024172581382446,0.9694067406105037,2,0,1.483845729968097
0.7035647406583122,0.6814900039550322,0.09008990978603315,0.6715049162005726,0.9489919126976014,0.209346521882253,0.4693853060021004,0.5659876111145331,0.2890027306732401,0.6782523661863038,0.9225536869982213,0.10875506129989732,0.12575660895088936,0,0,2.652993651509305
0.834878398765784,0.22840418563493348,0.7285366250283362,0.698646740154394,0.20367859387916598,0.15870033530580063,0.967126213021693,0.6807168732597718,0.37270670578437615,0.3379046153364922,0.9451882794400014,0.9893476065372805,0.3188927227804267,2,1,2.076691646446577
0.3939030598180606,0.9900587113689111,0.6087750526106386,0.30826853052245085,0.22793468217838164,0.3175172013456521,0.0331747691506753,0.8487290386078593,0.9799858592637899,0.9148431734472727,0.22917038021514502,0.41325311850446234,0.07298878543724896,2,1,3.2998619956504944
0.21651605571346322,0.9000835642632639,0.8989898894866413,0.05024077853564346,0.21606373696054915,0.49225129894223185,0.9007022752503898,0.4289714526094677,0.9237687208323159,0.6382159534218673,0.7275168947307187,0.7809065257955452,0.1832061397567064,2,1,1.881478006659016
0.2354566167440567,0.6928951416597893,0.9818216021717953,0.42089305043968084,0.10525418450985868,0.6944390708034651,0.33744259911150776,0.1563988721640358,0.39746151337815283,0.7674821517541613,0.8341338642866496,0.6636128355860195,0.4085195442230931,1,0,1.86355626877956
0.03253321315779234,0.47981783967655767,0.18936375789518012,0.37901587962269223,0.10111137716729834,0.9489315397263305,0.5822708148608967,0.6640180287459869,0.4172028009091844,0.0516019423487577,0.9382179371956099,0.13077997312389078,0.49068905078007796,1,1,1.2309821897741773
0.07758366934301897,0.9760841930024616,0.8268809445852444,0.5064440334532839,0.8388886076922104,0.8056405546973201,0.313152696711094,0.15978627739752038,0.8928055298115916,0.7018220140563144,0.058955253109039485,0.27711901822244034,0.41353190997106404,2,1,1.6385026334368635
0.16612862665576555,0.610858701267258,0.9539834936089108,0.7728698384939683,0.5975756423791555,0.5022911471321241,0.5453639731324046,0.4618506976105383,0.5430733016815609,0.24528810014572422,0.9264451559330198,0.0873218175109145,0.43509624117014134,1,0,0.7102513389772541
0.6196089870734836,0.5789346225472105,0.8766803033375425,0.9769333859563657,0.4104343973864081,0.0048205046653345685,0.5405989758766228,0.23171497971307353,0.3518275787114663,0.3861576560057899,0.26181129928751223,0.23506939987430187,0.6063016407092263,2,1,1.6636158264327339
0.4360674068821476,0.7545141825670996,0.87767078583941,0.5481106266199259,0.7146418647639166,0.9170049060192106,0.8275498890250406,0.7685085191338389,0.15703036166954232,0.9248390706284463,0.8702362284840289,0.13713501076845924,0.8782652794055029,1,0,2.9411946543324654
0.5273920895813978,0.7948559829634025,0.361358554787535,0.38072730175675984,0.1678935455815358,0.26194665741982537,0.9865018005939014,0.44140616294498314,0.5833314215846762,0.22838198240172602,0.623805936704385,0.28568040637848047,0.9481263643777735,0,1,2.7951578066673477
0.027859167383254224,0.48524471477842257,0.013985722883402496,0.09058680360717397,0.2433755118196167,0.18833580598635868,0.9088310723501122,0.9368389724332772,0.6964008248293142,0.11155575196842293,0.26402801641831786,0.648561091022319,0.512243164472423,0,0,0.2866454260306158
0.0024977644314110314,0.8328232142012668,0.32413231248538377,0.37201199106105376,0.2692276937465863,0.7540777427331304,0.10067603454647156,0.44539326935019974,0.8542119395548224,0.36239017559423525,0.5578695305870487,0.5757928803441758,0.6302013442108291,0,1,1.0282161256591709
0.5548472187984819,0.7017516330841815,0.7007019167076902,0.810240770928864,0.257956891030823,0.7977792365868376,0.030592041988132812,0.9486265440204079,0.5941493002039415,0.8869010101811274,0.13748492440441062,0.029456246118673035,0.08757396571905052,0,1,2.156405505479272
0.7305219164739191,0.07464516588925707,0.09226831291684956,0.3466075463385502,0.32733368320138134,0.8868695864792888,0.8261364505039495,0.15090414811336805,0.6423643875447769,0.9628138147842713,0.607232004720466,0.37842345489923934,0.41221142167176883,0,0,2.304222701854288
0.12639313063514623,0.4192294564384653,0.7061387973610496,0.7128018110556631,0.7522249699438266,0.07370879627623284,0.007318347766930855,0.5547658581624453,0.9050717067498963,0.536975001510324,0.23881730514438593,0.06172117174871772,0.05478336570904618,1,1,0.25823277806283906
0.03266132622380091,0.7631483356676576,0.655234793111741,0.9124959637033973,0.20083560511046272,0.8141773709546525,0.4368663013100539,0.20821833331779893,0.8524147821403714,0.5654711330195216,0.8718153472637957,0.9196131210790283,0.16146887616099814,0,0,0.8140549205121301
0.06425724459190796,0.7018518549275973,0.8001804087969925,0.8400465207978481,0.285346052400988,0.20607132855622878,0.14515813641212638,0.6342027865291868,0.3411864420855538,0.13419478091838366,0.6727801413094735,0.044803941868116315,0.6247816702734461,2,0,1.0987292514494704
0.44645208459090047,0.5444211574057753,0.8676793339120791,0.7305203462462538,0.6220975049192724,0.2655300882691082,0.47147298577498853,0.533759744033284,0.41861954664598433,0.6550777437177489,0.9442551115164878,0.7984910041807827,0.9423236315276214,2,1,1.4726233417766728
0.9040439648539291,0.9382720911371464,0.27304416400655274,0.4525984310576001,0.30538321661626044,0.5913802632714602,0.2652720084891007,0.5755452092242035,0.564353208969288,0.921974639812651,0.583642127407162,0.07856172871045375,0.029964469385299064,1,1,2.773405542469708
0.003108409326282646,0.4732729923721106,0.6107457629598303,0.4338872776723246,0.5487868620491304,0.2612932813400419,0.8363990907824728,0.7665393486606294,0.19271997329223067,0.22900422034692047,0.9885687367654074,0.8772139966716558,0.2346193915215148,0,0,0.9243478426339692
0.8714039249463591,0.5019020319398594,0.13997982814954846,0.6018373052702919,0.18483948045252674,0.12055321572013378,0.6651194582968658,0.6692563915073407,0.4159651652665849,0.9276739741474357,0.6820193010349728,0.8145623092935966,0.5146069957690207,0,1,2.85733352933692
0.1772378027560194,0.4983034930392297,0.942958980220505,0.14644856391346062,0.454211237196785,0.8245986438383472,0.14131466195337172,0.6173359434386989,0.9801769283430127,0.2820621695745502,0.9504346643751134,0.7897968716805573,0.881218882635803,2,1,0.610633615508126
0.8231022291783442,0.09824001537507643,0.30859065694949395,0.4214450707402375,0.611966633044406,0.7091462994382571,0.13086581497676475,0.7822291449141646,0.2742128772324395,0.9901185757511005,0.6280000787591274,0.1364259008141978,0.4009489212055831,1,0,1.3475583901786155
0.7418047070783788,0.5008785700081826,0.19983107660277044,0.6708681302095939,0.7617993917385768,0.49521781590610636,0.4545200565943104,0.4943809931654317,0.6009752768131998,0.41281469840572704,0.9176623485074736,0.7617072106219523,0.20414211275284866,2,0,2.836239057978296
0.05056099267372072,0.054259223988042726,0.8110583707675414,0.03147255725321618,0.06987152281027997,0.46179115429171325,0.6283605623105324,0.7717032744081157,0.9746379209184355,0.15732850652121333,0.6191171218026121,0.7012753563404575,0.12194859401597447,0,1,0.02461783745431112
0.08169845544146703,0.731984972936116,0.518728331440246,0.8518811486176531,0.1040710760042094,0.2779351859102591,0.6473661455509516,0.08978738324480928,0.36874016464822923,0.12478582946794847,0.823784205931493,0.17365727912700524,0.43493675432367496,0,1,1.473243667141427
0.7061747078207187,0.029543521674053053,0.6310235679451255,0.01287786205724406,0.313362123064718,0.9446689039793003,0.7749011147986813,0.5639298786432431,0.9138392631207631,0.7639980778211871,0.10638281502554547,0.2978223714039717,0.017257619541243496,0,0,1.431657049380129
0.24188780284976763,0.7613596306933251,0.6779496180433835,0.7046834175477779,0.6913043383638379,0.990047276998045,0.5863480638263517,0.8165123195478666,0.24739916132894446,0.3146626629748106,0.9913533519489803,0.12956632932689416,0.6995478240095016,0,0,1.8320401764609102
0.5747734758826147,0.7884808746727815,0.2546385419622268,0.9876783097976306,0.5788105191282907,0.10459193920335275,0.7174830051861437,0.6218180344024186,0.42122730261022945,0.8241074687872604,0.44777756297418503,0.9222532656143005,0.7778967798267935,0,0,2.2123771526692275
0.22108965265220992,0.8895489329769182,0.9411835217521838,0.3502574286020277,0.6195703864500018,0.9868981584662612,0.02969002786342445,0.05435130198177962,0.3350047445775398,0.5682701307963625,0.5776488394454401,0.5486501925068527,0.675410338909634,2,1,2.0124708474740918
0.7519258526330846,0.19815433258541215,0.8156426192236066,0.12333190069992916,0.9430600871160726,0.6313010041632833,0.23045739778852847,0.7949689583389875,0.3586334465477533,0.0045512169934576185,0.3251244976589902,0.49537596599826395,0.8495354956797762,2,1,1.9145731954470622
0.5166172134277345,0.5883119356050099,0.1377752982059337,0.7442152336145118,0.10957044459507581,0.3941277664429994,0.6266434461786725,0.8663994097949179,0.9851628471155424,0.9340242967432764,0.12137514708329666,0.18974833526887291,0.7552067347246217,2,0,1.8882540300435078
0.4514125550768705,0.44590487475569196,0.45928149047982014,0.46503833101624825,0.8483013625545993,0.10317321344309005,0.012278397868070168,0.25287004764275145,0.04949722658765732,0.6483902127288076,0.7613116304808927,0.6679498606538533,0.9030044533505593,0,1,1.8945027210391905
0.348223751025421,0.42871922693439746,0.18727902521990714,0.46320498807913435,0.1104839442241885,0.23341956041956657,0.4335601693722265,0.02638780165956167,0.9997254165304584,0.3618777110016297,0.44903356885022705,0.48518789980389176,0.19906608677816873,2,1,1.8272149059351568
0.47463131507233725,0.6703465262717583,0.9515326847983678,0.43283144283397945,0.2821057772429847,0.7422161202998051,0.22091906509411252,0.5240146217825769,0.5670040310238891,0.9155537839153665,0.5011762636851979,0.05007307433384989,0.890517157932826,1,0,2.1464859990950726
0.6111691423673175,0.06750795432664258,0.3840414769992916,0.07648655116823067,0.2078212500583787,0.01013259287258117,0.0005636851590802294,0.39506025388156985,0.7435038183542483,0.9422743995083461,0.9461700513487336,0.05472834636505064,0.3172163903898486,1,1,2.224121470603835
0.8650678123974271,0.007585827595324779,0.7462927672960412,0.675234259986873,0.2137856991794299,0.9271158356632215,0.1748228031650907,0.6050553262933305,0.007377279688786098,0.7303978660005365,0.7859583798037374,0.8033904841706407,0.8824126322532199,0,1,2.7742021420756187
0.062077851535355055,0.3200974324099951,0.20775274756869855,0.3107599422943427,0.5532168487382012,0.3950911618497004,0.19308245181101225,0.3745942421152072,0.29939917844843744,0.24252126020355447,0.8676240904164897,0.9902193308569882,0.6985910100019509,1,1,1.1642242208055906
0.15738366954603533,0.5109232819049697,0.944820352610653,0.4080873697023931,0.8444840139765531,0.7587522665826547,0.22348587548639376,0.37067456475931726,0.09950434516447593,0.3584042738769502,0.9778802603937735,0.0044702211160057015,0.255707722901774,1,0,1.9401537284441361
0.3423257399350381,0.3677715205230301,0.33825946463422085,0.18971654015068218,0.5150949076929033,0.4253684846047091,0.9266476227514377,0.19287274625648276,0.10160458402385597,0.1669610847195926,0.35304400799929225,0.06337060125540084,0.6163049048016196,2,0,1.6090119477033684
0.04686363864956766,0.6869530467480992,0.8667376106473621,0.06235957952229709,0.12082563337502361,0.37466199138010514,0.7963394720893272,0.09279045123572183,0.538969742889739,0.3858844348739867,0.9888135016573736,0.3945212213668008,0.22173883157451346,2,0,1.2506823301528078
0.6187365299645734,0.7907048056107002,0.45885555663979116,0.08794710335909606,0.12755153393830376,0.39834312614328315,0.027462468489961367,0.9236137203804892,0.9303760367501108,0.8263643304535344,0.3752766213526062,0.26434180863318235,0.7486057259292671,1,0,2.511622055666617
0.6006124354684981,0.5669281109909412,0.1501764448697177,0.42937845029069277,0.7731777418873897,0.3790043987205365,0.9622427318397089,0.137546642687152,0.40148450177922845,0.11584968899637804,0.463117990280703,0.8089090806521946,0.16792052707290728,0,1,2.284038536539655
0.26711263030497134,0.3477260966857013,0.7471855788143335,0.23934035507710072,0.37976860168786397,0.9512396353181017,0.3641390759296451,0.6879665323404098,0.09022723365570662,0.7768644906189185,0.286701734919953,0.20447395832533277,0.2610624116690664,1,0,0.31258065656093525
0.3375489868315814,0.6429864210168028,0.2359162293831749,0.6726469790684451,0.9543561239548806,0.6657963169777287,0.5628798062233559,0.6642661005052904,0.04970917758195137,0.5510502245378854,0.17249532858353822,0.4034939713064575,0.9639542922518479,2,1,2.54312210161011
0.585577108125598,0.14646763462561974,0.903210125115473,0.8207814294144359,0.66614542383273,0.060211260323655647,0.021869918372991126,0.7408511661967381,0.47702884386133126,0.37329449704867534,0.29682381618379183,0.8236801323790554,0.0938191818719234,2,0,2.3414396427068387
0.4269594234040729,0.93347492420034,0.33751388683738004,0.8459786459674409,0.9652360412312925,0.8223166289870568,0.14221958022953074,0.5809672627366756,0.39166126368269805,0.49412241009082036,0.41974410533851947,0.6954026162406504,0.5229804885214228,0,0,2.6512988218053763
0.6386684543634336,0.5132867624731476,0.9194579044360327,0.20331908320709646,0.8827556599688359,0.9278676094278019,0.9039973835140992,0.2827062720681188,0.5508358867682984,0.7537407861378629,0.9658985215120741,0.32015530761851285,0.08606864098173861,0,1,2.908927369073255
0.09685267500497308,0.11604467345661462,0.6160407901263291,0.7115294506286377,0.6271215227317904,0.8681280970478786,0.16457676148203837,0.11930159416772723,0.3302603229270372,0.5019822814122072,0.9720691841791834,0.7865699642964656,0.11718134237985334,1,1,-0.2708755127089528
0.8700475696476244,0.8776260198622788,0.42429987938133507,0.8794981998855276,0.2798064122578774,0.8310373746006119,0.7689593198203708,0.7010675371394424,0.7521567218401439,0.7859295691789933,0.8836810340281903,0.9882905688503975,0.4519162780453049,0,0,2.376348996188604
0.03779809249751642,0.7960241630113628,0.3604158104422921,0.5148379645390839,0.13640621540794873,0.8529441294878018,0.08253344016546915,0.3298983762666945,0.6747896240625965,0.9065006071182045,0.06192962762486953,0.9706340319877106,0.6930877465284369,1,0,2.667941915441374
0.7526692718269846,0.6395049332919797,0.8226636125187341,0.5662841741906973,0.18519450967141127,0.6153479142078602,0.4057192240954455,0.10206325502480118,0.6842028421082411,0.17820356475366028,0.021031085940675154,0.459167828779933,0.11822607966349008,2,1,3.1653031315062794
0.7518908117827034,0.7475253650516255,0.9597293416737281,0.5702177610754853,0.9762834067823101,0.028701492242434234,0.6452509125862986,0.7478570791082801,0.32136888416218756,0.744872108720291,0.8391191095826891,0.6687038324669178,0.33994518663721773,0,0,3.0526465006266186
0.5574393189722404,0.6677266031952231,0.5943614754832929,0.915873345064796,0.46135400371050617,0.1235850524004154,0.3885371660901955,0.4496118660716869,0.002174866567769662,0.07588784965211659,0.35752147873372986,0.44811390392771744,0.6121869208890462,1,0,2.504612875835014
0.03843594700054476,0.3922386720607133,0.1855485637835812,0.150062727670623,0.9870499241185545,0.6917794000361819,0.6082433132693886,0.31262811034717,0.533272081677436,0.7908898673385758,0.6671920861023304,0.9276865450958487,0.8890104146031846,2,0,0.21743781633960202
0.08197315308350428,0.19642142739088164,0.5062835034338051,0.21680375256298023,0.401858592135949,0.08539009339496928,0.034424912959172826,0.5193543430285887,0.9775917892066879,0.18613356700128614,0.5387536444965545,0.2732584283448587,0.7644895944283292,1,0,-0.05055519327554858
0.9747399574766882,0.5325546121054889,0.5554011205505421,0.9256816863969344,0.32255521729632197,0.3204231176137817,0.07412266453387706,0.31335343644628,0.30756476133119537,0.6683883690249683,0.705131858512798,0.6099626723131811,0.2652550249639887,1,0,3.4785862951120095
0.34562364936616385,0.4274134670076204,0.506790616721078,0.728411195796197,0.792738411404919,0.8017094817555928,0.16434756176783794,0.9791554648346419,0.351695908800423,0.09558003302493523,0.19932690745213222,0.28810277238454707,0.48372525001808764,2,0,0.776183444252018
0.12308787092951834,0.24908583776967297,0.2832350415960577,0.5980171410103264,0.7053728851757837,0.23591363223725337,0.7508869164965253,0.5241579790251365,0.6292288902928487,0.5222477242600876,0.38067088377033764,0.7217752897324036,0.29498531089007485,0,0,0.32014683264153343
0.4578656447861502,0.5869756770659007,0.8884428036243788,0.1362548848132793,0.7193603526643674,0.8993122659644871,0.31663523248857195,0.06416051236924325,0.932879956799709,0.6335435423600935,0.10091658510858537,0.5228953013605371,0.21372230021509286,0,1,2.1822657645422177
0.7281347847189428,0.9952511315330884,0.44970214311186885,0.3042766984463928,0.8168177389361052,0.03917168230970791,0.8688827108149125,0.6883836190773456,0.4529949358396672,0.32730548563714557,0.8293280189339649,0.21873781006111326,0.4328759963089438,1,1,4.276237761393619
0.05815588150858819,0.8620036714608653,0.7099699338734287,0.8899511569253548,0.31425517629578403,0.8968063623991454,0.14053862437655296,0.687712808183995,0.8293189585824564,0.48557009543506136,0.08689664811281017,0.577253809497968,0.520906406929025,0,0,1.1590672001923559
0.14017555294930406,0.13302722928005872,0.2899881276184493,0.6536363537934928,0.9289402892299552,0.36304412597102875,0.6641773573818927,0.9848930150251409,0.7480666918575424,0.26159807754954856,0.5378786974321474,0.9285208419579942,0.03858341506445917,0,0,1.0469689920628091
0.8635400419249474,0.35662406523492496,0.9303311036590264,0.5347495218007337,0.5753605226522298,0.8190940406552143,0.008124741022209503,0.11308108068119105,0.6748076872620591,0.77097996597919,0.5600583791992032,0.6611942718034934,0.43253128813703956,0,1,1.8170637601422968
0.6993297687511172,0.20539308231528874,0.7068773146720909,0.9486868811785183,0.16272791177221568,0.6598889146699177,0.06798701061966683,0.28559124963979154,0.20515481520200296,0.6355299019373758,0.7089578973805546,0.7669943438754208,0.3042613126332576,2,1,2.2611661941782435
0.8405719571853788,0.9703958175324087,0.9138606955033987,0.10438788821206646,0.38180867456137435,0.5097200647976392,0.08094387467941888,0.4009237314811306,0.24292438610830935,0.6100119707098489,0.9110591389803753,0.34614426611373916,0.3175470131857586,0,1,3.064704821994139
0.2364547216455961,0.4805067397851496,0.5873724636309274,0.9564031100086557,0.9139207335938868,0.05473466316342446,0.5156565994262096,0.8655606325327875,0.22031980988336264,0.9664517476968031,0.9126317536589612,0.3907410377222126,0.3213542578084364,1,1,1.133571097029154
0.5630574646591021,0.1513460334109441,0.972756962745982,0.42624705290944775,0.9118714308193198,0.9951020500897693,0.3844570488634055,0.02964270003204683,0.7117427206465701,0.18533268559731653,0.5712615006256182,0.023702847958140705,0.44329575901175955,0,1,2.07566325513377
0.9498505010946032,0.5379515773549608,0.32189754779751745,0.030329264820868618,0.39929030070805405,0.2071180744627623,0.6246978256504291,0.6999308430936959,0.8661696691842288,0.983027512283542,0.7305060660584096,0.27188842998981655,0.2840847734861579,0,0,3.298340029412008
0.944068830919738,0.004517757224277941,0.5325261003792997,0.11632588860105997,0.4744957715029735,0.36488973685364257,0.9895234471297656,0.9025713794286125,0.8563744405792908,0.06269600750629534,0.44320459425772063,0.2546637249245838,0.27242075469572524,1,0,2.684972595058706
0.9104861741335551,0.6858519550176849,0.20053499969858601,0.30867128876949523,0.6117196946300442,0.36811702966327153,0.8798245620645488,0.02557605645440708,0.13754659192158714,0.7893713158139275,0.5384390616960552,0.2684618080267184,0.24763839559597578,0,0,2.7105361656867872
0.9780296414076897,0.1877704518932467,0.497157026574509,0.4764501836813666,0.8588917461754898,0.19460522216494158,0.9045658485686779,0.4163887461460569,0.7171147180524052,0.34796474912263164,0.8209651954957922,0.5594082260287512,0.32260126694622626,0,1,2.4999170757712688
0.22940879236201894,0.29927052471488547,0.0569307015381757,0.8294493700301039,0.6877203761609061,0.31844411835974074,0.038483205030090395,0.3415574902597658,0.007413929022484611,0.3683624080177643,0.28986260601564895,0.05434162100789264,0.8916903389375184,0,1,0.8249592151951595
0.9966119543849429,0.48568244976355635,0.5414319419089761,0.42303537068039543,0.9823258120777575,0.41487663508049255,0.009340775419816483,0.01564859849521194,0.30407768010434855,0.2743561892395088,0.4289933407467602,0.6098475390862447,0.8871742139718656,0,0,3.053596612218005
0.40879850662249295,0.5044461225924445,0.33552566159125785,0.9542659413607817,0.2729870930115773,0.5445164772240989,0.15097389335480027,0.741481666110759,0.9076376195356429,0.09627498913803278,0.8788003648243999,0.8772088562361652,0.7526685939115219,0,0,1.6304926743423047
0.2691391630866289,0.8173714449873196,0.2685195781011329,0.04149668628550607,0.8548899269255773,0.8355386271435795,0.8054423215622323,0.7873223473069424,0.7101976525628961,0.03948909325769745,0.5452073107237035,0.7434063861194842,0.8505148282401643,1,0,2.5026753312596863
0.726213200832036,0.7392646288806385,0.6004149602769531,0.944291648238913,0.0021404640403659414,0.06555208469329776,0.9648122469184113,0.7774668869813391,0.9688720860562207,0.10476836644600995,0.46823794320138,0.5947738271943442,0.01139040676620151,1,1,2.5303140526222854
0.6321776596418485,0.9959728165320778,0.2747299590920764,0.744867448128409,0.670337152781198,0.08982589676857033,0.10008538663501676,0.27133140489477736,0.3816782221841005,0.7886691303191347,0.5166633024073852,0.08945242844939194,0.5765589480225269,1,1,2.7490529647314537
0.6114277747289046,0.3549882019091125,0.9651064414052158,0.10011457557222603,0.45688072751028674,0.9271811645902758,0.2532634477675374,0.3584200678951094,0.2773115855792304,0.02200821502836736,0.6130936647834798,0.9731493220034729,0.1737661085952351,0,0,2.2164983733443693
0.5124668022495117,0.2694947870976986,0.042676743410359874,0.8521444263670055,0.4663482920347768,0.4705883343829438,0.22893932768340397,0.11676608702952995,0.3357289470739706,0.7013105992958492,0.7010081261116928,0.44016954430152266,0.17296155827845838,0,0,2.1191000338900876
